medical_specialty,cluster
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,6
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,6
cardiovascular / pulmonary,0
cardiovascular / pulmonary,5
cardiovascular / pulmonary,0
cardiovascular / pulmonary,0
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,0
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,0
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,16
cardiovascular / pulmonary,6
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,12
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,4
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,16
cardiovascular / pulmonary,16
cardiovascular / pulmonary,5
cardiovascular / pulmonary,6
cardiovascular / pulmonary,1
cardiovascular / pulmonary,12
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,12
cardiovascular / pulmonary,1
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,5
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,14
cardiovascular / pulmonary,1
cardiovascular / pulmonary,1
bariatrics,8
bariatrics,8
bariatrics,8
bariatrics,8
bariatrics,8
bariatrics,8
bariatrics,8
bariatrics,8
allergy / immunology,5
allergy / immunology,5
